timestamp,symbol,price,volume
2023-01-02 09:15:56,RELIANCE,1001.99,575
2023-01-02 09:15:57,RELIANCE,1001.96,96
2023-01-02 09:15:58,RELIANCE,1002.44,900
2023-01-02 09:15:59,RELIANCE,1002.33,749
2023-01-02 09:16:00,RELIANCE,1002.51,655
2023-01-02 09:16:01,RELIANCE,1002.11,160
2023-01-02 09:16:02,RELIANCE,1002.48,839
2023-01-02 09:16:03,RELIANCE,1002.08,578
2023-01-02 09:16:04,RELIANCE,1001.83,682
2023-01-02 09:16:05,RELIANCE,1002.08,646
2023-01-02 09:16:06,RELIANCE,1002.66,796
2023-01-02 09:16:07,RELIANCE,1002.39,798
2023-01-02 09:16:08,RELIANCE,1002.65,958
2023-01-02 09:16:09,RELIANCE,1003.34,348
2023-01-02 09:16:10,RELIANCE,1003.42,473
2023-01-02 09:16:11,RELIANCE,1003.07,377
2023-01-02 09:16:12,RELIANCE,1002.91,283
2023-01-02 09:16:13,RELIANCE,1003.55,745
2023-01-02 09:16:14,RELIANCE,1003.4,259
2023-01-02 09:16:15,RELIANCE,1003.4,649
2023-01-02 09:16:16,RELIANCE,1003.29,318
2023-01-02 09:16:17,RELIANCE,1003.09,684
2023-01-02 09:16:18,RELIANCE,1002.94,664
2023-01-02 09:16:19,RELIANCE,1002.86,608
2023-01-02 09:16:20,RELIANCE,1003.06,472
2023-01-02 09:16:21,RELIANCE,1002.59,497
2023-01-02 09:16:22,RELIANCE,1003.29,442
2023-01-02 09:16:23,RELIANCE,1002.34,625
2023-01-02 09:16:24,RELIANCE,1002.32,952
2023-01-02 09:16:25,RELIANCE,1002.37,642
2023-01-02 09:16:26,RELIANCE,1002.16,220
2023-01-02 09:16:27,RELIANCE,1002.06,130
2023-01-02 09:16:28,RELIANCE,1002.21,53
2023-01-02 09:16:29,RELIANCE,1002.38,416
2023-01-02 09:16:30,RELIANCE,1002.38,247
2023-01-02 09:16:31,RELIANCE,1002.95,123
2023-01-02 09:16:32,RELIANCE,1003.33,401
2023-01-02 09:16:33,RELIANCE,1002.92,884
2023-01-02 09:16:34,RELIANCE,1003.62,610
2023-01-02 09:16:35,RELIANCE,1003.91,752
2023-01-02 09:16:36,RELIANCE,1005.01,144
2023-01-02 09:16:37,RELIANCE,1004.76,326
2023-01-02 09:16:38,RELIANCE,1005.22,464
2023-01-02 09:16:39,RELIANCE,1005.27,955
2023-01-02 09:16:40,RELIANCE,1005.02,932
2023-01-02 09:16:41,RELIANCE,1005.02,147
2023-01-02 09:16:42,RELIANCE,1004.84,148
2023-01-02 09:16:43,RELIANCE,1004.31,929
2023-01-02 09:16:44,RELIANCE,1004.55,936
2023-01-02 09:16:45,RELIANCE,1004.86,641
2023-01-02 09:16:46,RELIANCE,1004.78,779
2023-01-02 09:16:47,RELIANCE,1004.38,151
2023-01-02 09:16:48,RELIANCE,1004.22,415
2023-01-02 09:16:49,RELIANCE,1004.04,764
2023-01-02 09:16:50,RELIANCE,1004.32,144
2023-01-02 09:16:51,RELIANCE,1004.44,572
2023-01-02 09:16:52,RELIANCE,1005.09,881
2023-01-02 09:16:53,RELIANCE,1004.93,652
2023-01-02 09:16:54,RELIANCE,1004.82,453
2023-01-02 09:16:55,RELIANCE,1004.95,9
2023-01-02 09:16:56,RELIANCE,1005.35,233
2023-01-02 09:16:57,RELIANCE,1006.0,131
2023-01-02 09:16:58,RELIANCE,1005.56,404
2023-01-02 09:16:59,RELIANCE,1005.69,920
2023-01-02 09:17:00,RELIANCE,1005.86,628
2023-01-02 09:17:01,RELIANCE,1005.97,227
2023-01-02 09:17:02,RELIANCE,1006.4,112
2023-01-02 09:17:03,RELIANCE,1006.54,861
2023-01-02 09:17:04,RELIANCE,1006.19,914
2023-01-02 09:17:05,RELIANCE,1006.27,822
2023-01-02 09:17:06,RELIANCE,1005.67,163
2023-01-02 09:17:07,RELIANCE,1005.07,161
2023-01-02 09:17:08,RELIANCE,1005.4,580
2023-01-02 09:17:09,RELIANCE,1005.02,916
2023-01-02 09:17:10,RELIANCE,1004.46,504
2023-01-02 09:17:11,RELIANCE,1004.94,401
2023-01-02 09:17:12,RELIANCE,1005.15,640
2023-01-02 09:17:13,RELIANCE,1004.71,883
2023-01-02 09:17:14,RELIANCE,1004.78,470
2023-01-02 09:17:15,RELIANCE,1004.34,38
2023-01-02 09:17:16,RELIANCE,1003.93,230
2023-01-02 09:17:17,RELIANCE,1004.37,283
2023-01-02 09:17:18,RELIANCE,1004.25,27
2023-01-02 09:17:19,RELIANCE,1004.26,284
2023-01-02 09:17:20,RELIANCE,1004.98,879
2023-01-02 09:17:21,RELIANCE,1004.28,829
2023-01-02 09:17:22,RELIANCE,1004.26,816
2023-01-02 09:17:23,RELIANCE,1003.73,220
2023-01-02 09:17:24,RELIANCE,1003.97,158
2023-01-02 09:17:25,RELIANCE,1003.91,181
2023-01-02 09:17:26,RELIANCE,1004.28,607
2023-01-02 09:17:27,RELIANCE,1003.85,983
2023-01-02 09:17:28,RELIANCE,1003.1,161
2023-01-02 09:17:29,RELIANCE,1002.63,793
2023-01-02 09:17:30,RELIANCE,1002.38,735
2023-01-02 09:17:31,RELIANCE,1001.8,639
2023-01-02 09:17:32,RELIANCE,1002.5,155
2023-01-02 09:17:33,RELIANCE,1001.99,104
2023-01-02 09:17:34,RELIANCE,1001.39,929
2023-01-02 09:17:35,RELIANCE,1001.6,39
2023-01-02 09:17:36,RELIANCE,1001.24,477
2023-01-02 09:17:37,RELIANCE,1000.91,818
2023-01-02 09:17:38,RELIANCE,1000.06,921
2023-01-02 09:17:39,RELIANCE,999.69,903
2023-01-02 09:17:40,RELIANCE,999.79,825
2023-01-02 09:17:41,RELIANCE,999.2,776
2023-01-02 09:17:42,RELIANCE,999.45,512
2023-01-02 09:17:43,RELIANCE,999.17,883
2023-01-02 09:17:44,RELIANCE,999.11,471
2023-01-02 09:17:45,RELIANCE,999.14,800
2023-01-02 09:17:46,RELIANCE,998.93,727
2023-01-02 09:17:47,RELIANCE,998.33,698
2023-01-02 09:17:48,RELIANCE,998.94,575
2023-01-02 09:17:49,RELIANCE,998.73,682
2023-01-02 09:17:50,RELIANCE,999.03,838
2023-01-02 09:17:51,RELIANCE,999.2,613
2023-01-02 09:17:52,RELIANCE,998.26,993
2023-01-02 09:17:53,RELIANCE,997.99,620
2023-01-02 09:17:54,RELIANCE,998.38,5
2023-01-02 09:17:55,RELIANCE,998.99,992
2023-01-02 09:17:56,RELIANCE,998.91,884
2023-01-02 09:17:57,RELIANCE,999.74,936
2023-01-02 09:17:58,RELIANCE,999.37,820
2023-01-02 09:17:59,RELIANCE,998.72,58
2023-01-02 09:18:00,RELIANCE,997.72,951
2023-01-02 09:18:01,RELIANCE,997.36,830
2023-01-02 09:18:02,RELIANCE,997.07,791
2023-01-02 09:18:03,RELIANCE,997.96,641
2023-01-02 09:18:04,RELIANCE,997.62,58
2023-01-02 09:18:05,RELIANCE,997.56,96
2023-01-02 09:18:06,RELIANCE,997.98,638
2023-01-02 09:18:07,RELIANCE,998.07,189
2023-01-02 09:18:08,RELIANCE,998.36,999
2023-01-02 09:18:09,RELIANCE,997.97,861
2023-01-02 09:18:10,RELIANCE,998.93,247
2023-01-02 09:18:11,RELIANCE,998.97,435
2023-01-02 09:18:12,RELIANCE,998.67,997
2023-01-02 09:18:13,RELIANCE,998.5,220
2023-01-02 09:18:14,RELIANCE,998.1,69
2023-01-02 09:18:15,RELIANCE,997.96,958
2023-01-02 09:18:16,RELIANCE,997.65,453
2023-01-02 09:18:17,RELIANCE,997.19,432
2023-01-02 09:18:18,RELIANCE,997.16,341
2023-01-02 09:18:19,RELIANCE,996.51,734
2023-01-02 09:18:20,RELIANCE,996.46,357
2023-01-02 09:18:21,RELIANCE,997.28,837
2023-01-02 09:18:22,RELIANCE,996.56,100
2023-01-02 09:18:23,RELIANCE,996.5,762
2023-01-02 09:18:24,RELIANCE,996.27,659
2023-01-02 09:18:25,RELIANCE,996.85,325
2023-01-02 09:18:26,RELIANCE,996.85,516
2023-01-02 09:18:27,RELIANCE,997.14,258
2023-01-02 09:18:28,RELIANCE,997.21,497
2023-01-02 09:18:29,RELIANCE,997.38,852
2023-01-02 09:18:30,RELIANCE,997.85,664
2023-01-02 09:18:31,RELIANCE,998.22,545
2023-01-02 09:18:32,RELIANCE,999.12,929
2023-01-02 09:18:33,RELIANCE,999.37,268
2023-01-02 09:18:34,RELIANCE,999.6,835
2023-01-02 09:18:35,RELIANCE,999.85,43
2023-01-02 09:18:36,RELIANCE,1000.38,556
2023-01-02 09:18:37,RELIANCE,999.94,302
2023-01-02 09:18:38,RELIANCE,999.59,898
2023-01-02 09:18:39,RELIANCE,999.64,727
2023-01-02 09:18:40,RELIANCE,999.43,849
2023-01-02 09:18:41,RELIANCE,998.85,970
2023-01-02 09:18:42,RELIANCE,999.64,602
2023-01-02 09:18:43,RELIANCE,999.02,903
2023-01-02 09:18:44,RELIANCE,998.6,196
2023-01-02 09:18:45,RELIANCE,998.08,75
2023-01-02 09:18:46,RELIANCE,998.75,413
2023-01-02 09:18:47,RELIANCE,998.7,761
2023-01-02 09:18:48,RELIANCE,998.45,676
2023-01-02 09:18:49,RELIANCE,998.72,192
2023-01-02 09:18:50,RELIANCE,998.37,739
2023-01-02 09:18:51,RELIANCE,998.36,978
2023-01-02 09:18:52,RELIANCE,998.42,999
2023-01-02 09:18:53,RELIANCE,998.94,736
2023-01-02 09:18:54,RELIANCE,999.05,37
2023-01-02 09:18:55,RELIANCE,999.44,279
2023-01-02 09:18:56,RELIANCE,998.88,217
2023-01-02 09:18:57,RELIANCE,998.57,881
2023-01-02 09:18:58,RELIANCE,997.9,62
2023-01-02 09:18:59,RELIANCE,996.67,397
2023-01-02 09:19:00,RELIANCE,996.63,699
2023-01-02 09:19:01,RELIANCE,996.83,735
2023-01-02 09:19:02,RELIANCE,996.76,384
2023-01-02 09:19:03,RELIANCE,996.09,144
2023-01-02 09:19:04,RELIANCE,994.41,885
2023-01-02 09:19:05,RELIANCE,994.51,948
2023-01-02 09:19:06,RELIANCE,994.11,891
2023-01-02 09:19:07,RELIANCE,993.94,693
2023-01-02 09:19:08,RELIANCE,994.06,42
2023-01-02 09:19:09,RELIANCE,994.97,751
2023-01-02 09:19:10,RELIANCE,995.17,588
2023-01-02 09:19:11,RELIANCE,995.62,913
2023-01-02 09:19:12,RELIANCE,995.86,253
2023-01-02 09:19:13,RELIANCE,995.73,168
2023-01-02 09:19:14,RELIANCE,996.33,170
2023-01-02 09:19:15,RELIANCE,996.77,194
2023-01-02 09:19:16,RELIANCE,996.65,517
2023-01-02 09:19:17,RELIANCE,995.86,648
2023-01-02 09:19:18,RELIANCE,995.9,496
2023-01-02 09:19:19,RELIANCE,996.05,301
2023-01-02 09:19:20,RELIANCE,995.95,132
2023-01-02 09:19:21,RELIANCE,996.62,787
2023-01-02 09:19:22,RELIANCE,996.14,445
2023-01-02 09:19:23,RELIANCE,996.88,714
2023-01-02 09:19:24,RELIANCE,996.44,858
2023-01-02 09:19:25,RELIANCE,996.08,173
2023-01-02 09:19:26,RELIANCE,995.14,653
2023-01-02 09:19:27,RELIANCE,995.86,660
2023-01-02 09:19:28,RELIANCE,994.9,476
2023-01-02 09:19:29,RELIANCE,995.23,935
2023-01-02 09:19:30,RELIANCE,995.49,1
2023-01-02 09:19:31,RELIANCE,994.94,505
2023-01-02 09:19:32,RELIANCE,995.32,191
2023-01-02 09:19:33,RELIANCE,994.9,929
2023-01-02 09:19:34,RELIANCE,994.88,934
2023-01-02 09:19:35,RELIANCE,995.56,685
2023-01-02 09:19:36,RELIANCE,995.41,672
2023-01-02 09:19:37,RELIANCE,994.46,80
2023-01-02 09:19:38,RELIANCE,994.76,886
2023-01-02 09:19:39,RELIANCE,995.19,441
2023-01-02 09:19:40,RELIANCE,994.65,402
2023-01-02 09:19:41,RELIANCE,994.42,143
2023-01-02 09:19:42,RELIANCE,994.14,415
2023-01-02 09:19:43,RELIANCE,994.86,971
2023-01-02 09:19:44,RELIANCE,994.51,12
2023-01-02 09:19:45,RELIANCE,994.07,373
2023-01-02 09:19:46,RELIANCE,993.95,8
2023-01-02 09:19:47,RELIANCE,994.18,648
2023-01-02 09:19:48,RELIANCE,993.66,698
2023-01-02 09:19:49,RELIANCE,993.28,869
2023-01-02 09:19:50,RELIANCE,992.85,41
2023-01-02 09:19:51,RELIANCE,992.68,959
2023-01-02 09:19:52,RELIANCE,991.85,145
2023-01-02 09:19:53,RELIANCE,991.53,461
2023-01-02 09:19:54,RELIANCE,990.73,732
2023-01-02 09:19:55,RELIANCE,990.41,547
2023-01-02 09:19:56,RELIANCE,990.21,253
2023-01-02 09:19:57,RELIANCE,990.14,709
2023-01-02 09:19:58,RELIANCE,990.47,815
2023-01-02 09:19:59,RELIANCE,990.54,5
2023-01-02 09:20:00,RELIANCE,991.06,119
2023-01-02 09:20:01,RELIANCE,991.76,146
2023-01-02 09:20:02,RELIANCE,991.53,224
2023-01-02 09:20:03,RELIANCE,991.23,827
2023-01-02 09:20:04,RELIANCE,991.94,795
2023-01-02 09:20:05,RELIANCE,991.6,105
2023-01-02 09:20:06,RELIANCE,991.65,99
2023-01-02 09:20:07,RELIANCE,991.76,709
2023-01-02 09:20:08,RELIANCE,991.52,863
2023-01-02 09:20:09,RELIANCE,991.68,23
2023-01-02 09:20:10,RELIANCE,991.78,997
2023-01-02 09:20:11,RELIANCE,992.24,83
2023-01-02 09:20:12,RELIANCE,992.64,145
2023-01-02 09:20:13,RELIANCE,992.27,1
2023-01-02 09:20:14,RELIANCE,991.95,51
2023-01-02 09:20:15,RELIANCE,991.51,449
2023-01-02 09:20:16,RELIANCE,991.18,881
2023-01-02 09:20:17,RELIANCE,989.44,771
2023-01-02 09:20:18,RELIANCE,989.31,891
2023-01-02 09:20:19,RELIANCE,989.77,236
2023-01-02 09:20:20,RELIANCE,989.49,389
2023-01-02 09:20:21,RELIANCE,989.21,919
2023-01-02 09:20:22,RELIANCE,990.48,207
2023-01-02 09:20:23,RELIANCE,990.77,75
2023-01-02 09:20:24,RELIANCE,991.38,435
2023-01-02 09:20:25,RELIANCE,991.5,738
2023-01-02 09:20:26,RELIANCE,991.9,806
2023-01-02 09:20:27,RELIANCE,992.7,335
2023-01-02 09:20:28,RELIANCE,993.34,859
2023-01-02 09:20:29,RELIANCE,993.47,249
2023-01-02 09:20:30,RELIANCE,993.24,166
2023-01-02 09:20:31,RELIANCE,993.67,542
2023-01-02 09:20:32,RELIANCE,993.62,759
2023-01-02 09:20:33,RELIANCE,994.57,797
2023-01-02 09:20:34,RELIANCE,994.69,900
2023-01-02 09:20:35,RELIANCE,995.29,785
2023-01-02 09:20:36,RELIANCE,995.22,508
2023-01-02 09:20:37,RELIANCE,994.46,126
2023-01-02 09:20:38,RELIANCE,995.06,747
2023-01-02 09:20:39,RELIANCE,994.15,111
2023-01-02 09:20:40,RELIANCE,994.61,761
2023-01-02 09:20:41,RELIANCE,995.78,971
2023-01-02 09:20:42,RELIANCE,995.23,374
2023-01-02 09:20:43,RELIANCE,994.78,900
2023-01-02 09:20:44,RELIANCE,995.06,696
2023-01-02 09:20:45,RELIANCE,995.56,667
2023-01-02 09:20:46,RELIANCE,995.44,93
2023-01-02 09:20:47,RELIANCE,995.48,51
2023-01-02 09:20:48,RELIANCE,995.65,403
2023-01-02 09:20:49,RELIANCE,995.4,682
2023-01-02 09:20:50,RELIANCE,995.92,829
2023-01-02 09:20:51,RELIANCE,995.95,645
2023-01-02 09:20:52,RELIANCE,995.7,233
2023-01-02 09:20:53,RELIANCE,996.1,945
2023-01-02 09:20:54,RELIANCE,995.95,78
2023-01-02 09:20:55,RELIANCE,995.35,794
2023-01-02 09:20:56,RELIANCE,994.76,249
2023-01-02 09:20:57,RELIANCE,995.75,56
2023-01-02 09:20:58,RELIANCE,995.65,350
2023-01-02 09:20:59,RELIANCE,995.46,337
2023-01-02 09:21:00,RELIANCE,994.93,26
2023-01-02 09:21:01,RELIANCE,995.02,303
2023-01-02 09:21:02,RELIANCE,995.04,639
2023-01-02 09:21:03,RELIANCE,995.02,28
2023-01-02 09:21:04,RELIANCE,995.05,983
2023-01-02 09:21:05,RELIANCE,995.94,666
2023-01-02 09:21:06,RELIANCE,996.06,526
2023-01-02 09:21:07,RELIANCE,996.5,363
2023-01-02 09:21:08,RELIANCE,996.73,751
2023-01-02 09:21:09,RELIANCE,996.15,192
2023-01-02 09:21:10,RELIANCE,995.32,985
2023-01-02 09:21:11,RELIANCE,994.93,39
2023-01-02 09:21:12,RELIANCE,995.22,953
2023-01-02 09:21:13,RELIANCE,994.44,525
2023-01-02 09:21:14,RELIANCE,994.54,212
2023-01-02 09:21:15,RELIANCE,993.46,233
2023-01-02 09:21:16,RELIANCE,993.26,109
2023-01-02 09:21:17,RELIANCE,994.55,470
2023-01-02 09:21:18,RELIANCE,994.23,34
2023-01-02 09:21:19,RELIANCE,995.28,748
2023-01-02 09:21:20,RELIANCE,995.97,595
2023-01-02 09:21:21,RELIANCE,995.21,692
2023-01-02 09:21:22,RELIANCE,994.64,282
2023-01-02 09:21:23,RELIANCE,993.93,315
2023-01-02 09:21:24,RELIANCE,994.23,877
2023-01-02 09:21:25,RELIANCE,994.48,437
2023-01-02 09:21:26,RELIANCE,994.38,662
2023-01-02 09:21:27,RELIANCE,994.08,624
2023-01-02 09:21:28,RELIANCE,993.45,516
2023-01-02 09:21:29,RELIANCE,993.84,847
2023-01-02 09:21:30,RELIANCE,993.92,646
2023-01-02 09:21:31,RELIANCE,993.91,998
2023-01-02 09:21:32,RELIANCE,994.14,947
2023-01-02 09:21:33,RELIANCE,994.42,715
2023-01-02 09:21:34,RELIANCE,994.84,392
2023-01-02 09:21:35,RELIANCE,995.46,645
2023-01-02 09:21:36,RELIANCE,995.42,326
2023-01-02 09:21:37,RELIANCE,995.74,140
2023-01-02 09:21:38,RELIANCE,995.33,559
2023-01-02 09:21:39,RELIANCE,995.82,550
2023-01-02 09:21:40,RELIANCE,996.2,805
2023-01-02 09:21:41,RELIANCE,996.59,845
2023-01-02 09:21:42,RELIANCE,996.59,259
2023-01-02 09:21:43,RELIANCE,996.52,10
2023-01-02 09:21:44,RELIANCE,996.31,261
2023-01-02 09:21:45,RELIANCE,996.82,321
2023-01-02 09:21:46,RELIANCE,996.53,319
2023-01-02 09:21:47,RELIANCE,997.08,971
2023-01-02 09:21:48,RELIANCE,997.47,911
2023-01-02 09:21:49,RELIANCE,996.23,606
2023-01-02 09:21:50,RELIANCE,995.83,95
2023-01-02 09:21:51,RELIANCE,995.92,588
2023-01-02 09:21:52,RELIANCE,995.96,995
2023-01-02 09:21:53,RELIANCE,996.01,918
2023-01-02 09:21:54,RELIANCE,995.93,572
2023-01-02 09:21:55,RELIANCE,995.87,873
2023-01-02 09:21:56,RELIANCE,995.93,229
2023-01-02 09:21:57,RELIANCE,995.68,725
2023-01-02 09:21:58,RELIANCE,995.47,165
2023-01-02 09:21:59,RELIANCE,995.74,410
2023-01-02 09:22:00,RELIANCE,996.25,574
2023-01-02 09:22:01,RELIANCE,996.69,89
2023-01-02 09:22:02,RELIANCE,996.53,402
2023-01-02 09:22:03,RELIANCE,996.4,526
2023-01-02 09:22:04,RELIANCE,997.05,800
2023-01-02 09:22:05,RELIANCE,996.12,23
2023-01-02 09:22:06,RELIANCE,995.94,575
2023-01-02 09:22:07,RELIANCE,995.15,225
2023-01-02 09:22:08,RELIANCE,995.16,503
2023-01-02 09:22:09,RELIANCE,994.79,104
2023-01-02 09:22:10,RELIANCE,994.81,947
2023-01-02 09:22:11,RELIANCE,993.67,579
2023-01-02 09:22:12,RELIANCE,994.38,391
2023-01-02 09:22:13,RELIANCE,994.84,500
2023-01-02 09:22:14,RELIANCE,995.39,15
2023-01-02 09:22:15,RELIANCE,995.38,478
2023-01-02 09:22:16,RELIANCE,995.91,231
2023-01-02 09:22:17,RELIANCE,996.32,411
2023-01-02 09:22:18,RELIANCE,996.83,951
2023-01-02 09:22:19,RELIANCE,996.65,834
2023-01-02 09:22:20,RELIANCE,996.44,522
2023-01-02 09:22:21,RELIANCE,997.26,118
2023-01-02 09:22:22,RELIANCE,997.24,806
2023-01-02 09:22:23,RELIANCE,996.12,877
2023-01-02 09:22:24,RELIANCE,996.46,216
2023-01-02 09:22:25,RELIANCE,996.48,648
2023-01-02 09:22:26,RELIANCE,997.74,261
2023-01-02 09:22:27,RELIANCE,996.45,685
2023-01-02 09:22:28,RELIANCE,996.26,130
2023-01-02 09:22:29,RELIANCE,996.27,932
2023-01-02 09:22:30,RELIANCE,996.2,292
2023-01-02 09:22:31,RELIANCE,996.56,660
2023-01-02 09:22:32,RELIANCE,997.35,11
2023-01-02 09:22:33,RELIANCE,997.29,134
2023-01-02 09:22:34,RELIANCE,997.45,712
2023-01-02 09:22:35,RELIANCE,996.61,363
2023-01-02 09:22:36,RELIANCE,996.31,396
2023-01-02 09:22:37,RELIANCE,996.18,616
2023-01-02 09:22:38,RELIANCE,995.96,828
2023-01-02 09:22:39,RELIANCE,995.52,324
2023-01-02 09:22:40,RELIANCE,995.62,133
2023-01-02 09:22:41,RELIANCE,995.73,106
2023-01-02 09:22:42,RELIANCE,995.95,604
2023-01-02 09:22:43,RELIANCE,995.64,51
2023-01-02 09:22:44,RELIANCE,995.54,29
2023-01-02 09:22:45,RELIANCE,995.23,420
2023-01-02 09:22:46,RELIANCE,994.98,182
2023-01-02 09:22:47,RELIANCE,994.75,950
2023-01-02 09:22:48,RELIANCE,995.22,567
2023-01-02 09:22:49,RELIANCE,995.49,431
2023-01-02 09:22:50,RELIANCE,994.81,969
2023-01-02 09:22:51,RELIANCE,994.41,313
2023-01-02 09:22:52,RELIANCE,994.74,117
2023-01-02 09:22:53,RELIANCE,994.29,244
2023-01-02 09:22:54,RELIANCE,994.41,537
2023-01-02 09:22:55,RELIANCE,993.63,347
2023-01-02 09:22:56,RELIANCE,992.24,529
2023-01-02 09:22:57,RELIANCE,992.02,763
2023-01-02 09:22:58,RELIANCE,992.06,179
2023-01-02 09:22:59,RELIANCE,992.29,180
2023-01-02 09:23:00,RELIANCE,991.53,710
2023-01-02 09:23:01,RELIANCE,991.17,666
2023-01-02 09:23:02,RELIANCE,991.62,156
2023-01-02 09:23:03,RELIANCE,991.66,849
2023-01-02 09:23:04,RELIANCE,990.92,84
2023-01-02 09:23:05,RELIANCE,992.06,342
2023-01-02 09:23:06,RELIANCE,991.24,476
2023-01-02 09:23:07,RELIANCE,990.57,327
2023-01-02 09:23:08,RELIANCE,990.65,769
2023-01-02 09:23:09,RELIANCE,990.21,435
2023-01-02 09:23:10,RELIANCE,989.41,891
2023-01-02 09:23:11,RELIANCE,989.12,670
2023-01-02 09:23:12,RELIANCE,989.69,285
2023-01-02 09:23:13,RELIANCE,988.97,144
2023-01-02 09:23:14,RELIANCE,989.7,424
2023-01-02 09:23:15,RELIANCE,988.88,371
2023-01-02 09:23:16,RELIANCE,989.23,175
2023-01-02 09:23:17,RELIANCE,990.44,113
2023-01-02 09:23:18,RELIANCE,991.42,114
2023-01-02 09:23:19,RELIANCE,992.21,644
2023-01-02 09:23:20,RELIANCE,992.21,897
2023-01-02 09:23:21,RELIANCE,991.92,643
2023-01-02 09:23:22,RELIANCE,991.81,800
2023-01-02 09:23:23,RELIANCE,992.07,162
2023-01-02 09:23:24,RELIANCE,991.92,380
2023-01-02 09:23:25,RELIANCE,992.53,835
2023-01-02 09:23:26,RELIANCE,991.44,984
2023-01-02 09:23:27,RELIANCE,991.46,328
2023-01-02 09:23:28,RELIANCE,990.75,54
2023-01-02 09:23:29,RELIANCE,991.16,51
2023-01-02 09:23:30,RELIANCE,990.22,609
2023-01-02 09:23:31,RELIANCE,991.08,803
2023-01-02 09:23:32,RELIANCE,991.3,96
2023-01-02 09:23:33,RELIANCE,991.3,814
2023-01-02 09:23:34,RELIANCE,991.33,491
2023-01-02 09:23:35,RELIANCE,991.2,823
2023-01-02 09:23:36,RELIANCE,990.67,944
2023-01-02 09:23:37,RELIANCE,990.78,673
2023-01-02 09:23:38,RELIANCE,990.42,151
2023-01-02 09:23:39,RELIANCE,990.59,82
2023-01-02 09:23:40,RELIANCE,991.03,514
2023-01-02 09:23:41,RELIANCE,991.14,523
2023-01-02 09:23:42,RELIANCE,991.51,746
2023-01-02 09:23:43,RELIANCE,991.28,119
2023-01-02 09:23:44,RELIANCE,991.83,396
2023-01-02 09:23:45,RELIANCE,991.59,256
2023-01-02 09:23:46,RELIANCE,992.1,734
2023-01-02 09:23:47,RELIANCE,992.57,867
2023-01-02 09:23:48,RELIANCE,992.39,500
2023-01-02 09:23:49,RELIANCE,992.48,59
2023-01-02 09:23:50,RELIANCE,991.99,727
